,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,CL=F,EURUSD=X,GC=F,GOOG,IONQ,^DJI,^FTSE,^HSI,^IRX,^IXIC,^KS11,^N225,^RUT,^SPX,^TNX,^VIX,AAPL,CL=F,EURUSD=X,GC=F,GOOG,IONQ,^DJI,^FTSE,^HSI,^IRX,^IXIC,^KS11,^N225,^RUT,^SPX,^TNX,^VIX
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-02,,,,,,,,,,7.920000076293945,,,,,,7.860000133514404,,,,,,,,,,,0.0,,,,,,0.0,
1970-01-05,,,,,,,,,,7.909999847412109,,,2402.85009765625,,,7.880000114440918,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-06,,,,,,,,,,7.929999828338623,,,2406.219970703125,,,7.960000038146973,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-07,,,,,,,,,,7.900000095367432,,,2394.9599609375,,,7.989999771118164,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-08,,,,,,,,,,7.909999847412109,,,2283.679931640625,,,7.960000038146973,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-09,,,,,,,,,,7.889999866485596,,,2283.679931640625,,,7.860000133514404,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-12,,,,,,,,,,7.800000190734863,,,2324.239990234375,,,7.820000171661377,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-13,,,,,,,,,,7.820000171661377,,,2297.68994140625,,,7.809999942779541,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-14,,,,,,,,,,7.869999885559082,,,2288.139892578125,,,7.860000133514404,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-15,,,,,,,,,,7.840000152587891,,,,,,7.849999904632568,,,,,,,,,,,0.0,,,,,,0.0,
1970-01-16,,,,,,,,,,7.800000190734863,,,2286.449951171875,,,7.75,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-19,,,,,,,,,,7.789999961853027,,,2309.3798828125,,,7.690000057220459,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-20,,,,,,,,,,7.820000171661377,,,2309.93994140625,,,7.71999979019165,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-21,,,,,,,,,,7.829999923706055,,,2325.360107421875,,,7.690000057220459,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-22,,,,,,,,,,7.869999885559082,,,2322.580078125,,,7.670000076293945,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-23,,,,,,,,,,7.860000133514404,,,2312.0,,,7.690000057220459,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-26,,,,,,,,,,7.880000114440918,,,2316.7099609375,,,7.710000038146973,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-27,,,,,,,,,,7.909999847412109,,,2316.7099609375,,,7.699999809265137,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-28,,,,,,,,,,7.909999847412109,,,2324.77001953125,,,7.699999809265137,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-29,,,,,,,,,,7.909999847412109,,,2328.60009765625,,,7.769999980926514,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-01-30,,,,,,,,,,7.860000133514404,,,2296.429931640625,,,7.75,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-02,,,,,,,,,,7.71999979019165,,,2310.449951171875,,,7.650000095367432,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-03,,,,,,,,,,7.699999809265137,,,2296.679931640625,,,7.579999923706055,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-04,,,,,,,,,,7.659999847412109,,,2313.31005859375,,,7.5,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-05,,,,,,,,,,7.559999942779541,,,2306.780029296875,,,7.449999809265137,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-06,,,,,,,,,,7.420000076293945,,,2302.929931640625,,,7.360000133514404,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-09,,,,,,,,,,7.300000190734863,,,2306.39990234375,,,7.28000020980835,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-10,,,,,,,,,,7.28000020980835,,,2306.25,,,7.320000171661377,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-11,,,,,,,,,,7.25,,,,,,7.329999923706055,,,,,,,,,,,0.0,,,,,,0.0,
1970-02-12,,,,,,,,,,,,,2306.25,,,,,,,,,,,,,,,,,0.0,,,,
1970-02-13,,,,,,,,,,6.949999809265137,,,2298.64990234375,,,7.150000095367432,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-16,,,,,,,,,,6.829999923706055,,,2293.929931640625,,,7.170000076293945,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-17,,,,,,,,,,6.769999980926514,,,2294.7099609375,,,7.150000095367432,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-18,,,,,,,,,,6.769999980926514,,,2313.22998046875,,,7.119999885559082,,,,,,,,,,,0.0,,,0.0,,,0.0,
1970-02-19,,,,,,,,,,6.789999961853027,,,2324.39990234375,,,7.090000152587891,,,,,,,,,,,0.0,,,0.0,,,0.0,
